Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-08,MG,1,0,0,21168791,31,0,1,,,,,,,,,,,,,,,0.0,0.0852,0.0472,0.0,0.0,0.0,0.0472
2020-03-09,MG,1,0,0,21168791,31,0,1,,,,,,,,,,,,,,,0.0,0.0852,0.0472,0.0,0.0,0.0,0.0472
2020-03-10,MG,1,0,0,21168791,31,0,1,,,,,,,,,,,,,,,0.0,0.0852,0.0472,0.0,0.0,0.0,0.0472
2020-03-11,MG,1,0,0,21168791,31,0,1,,,,,,,,,,,,,,,0.0,0.0852,0.0472,0.0,0.0,0.0,0.0472
2020-03-12,MG,2,0,0,21168791,31,0,2,,,,,,,,,,,,,,,0.0,0.0852,0.0945,0.0,0.0,0.0,0.0945
2020-03-13,MG,2,0,0,21168791,31,0,2,,,,,,,,,,,,,,,0.0,0.0852,0.0945,0.0,0.0,0.0,0.0945
2020-03-14,MG,4,0,0,21168791,31,0,4,,,,,,,,,,,,,,,0.0,0.0852,0.189,0.0,0.0,0.0,0.189
2020-03-16,MG,6,0,0,21168791,31,0,6,,,,,,,,,,,,,,,0.0,0.0852,0.283,0.0,0.0,0.0,0.283
2020-03-17,MG,14,0,0,21168791,31,0,14,,,,,,,,,,,,,,,0.0,0.0852,0.661,0.0,0.0,0.0,0.661
2020-03-18,MG,19,0,0,21168791,31,0,19,,,,,,,,,,,,,,,0.0,0.0852,0.898,0.0,0.0,0.0,0.898
2020-03-19,MG,29,0,0,21168791,31,0,29,,,,,,,,,,,,,,,0.0,0.0852,1.37,0.0,0.0,0.0,1.37
2020-03-20,MG,38,0,0,21168791,31,0,38,20.84,,,,,,,,,,,,,,0.0,0.0852,1.8,0.0,0.0,0.0,1.8
2020-03-21,MG,55,0,0,21168791,31,0,55,20.62,,,,,,,,,,,,,,0.0,0.0852,2.6,0.0,0.0,0.0,2.6
2020-03-22,MG,83,0,0,21168791,31,0,83,26.6,,,,,,,,,,,,,,0.0,0.0852,3.92,0.0,0.0,0.0,3.92
2020-03-23,MG,128,0,0,21168791,31,0,128,34.33,,,,,1.96,,,,,,,,,0.0,0.0852,6.05,0.0,0.0,0.0,6.05
2020-03-24,MG,130,0,0,21168791,31,0,130,33.48,,,,,1.06,,,,,,,,,0.0,0.0852,6.14,0.0,0.0,0.0,6.14
2020-03-25,MG,133,0,0,21168791,31,0,133,27.5,,,,,-1.4598,,,,,0.0345,,,,0.0,0.0852,6.28,0.0,0.0,0.0,6.28
2020-03-26,MG,153,0,0,21168791,31,0,153,24.09,,,,,-1.8236,,,,,0.485,,,,0.0,0.0852,7.23,0.0,0.0,0.0,7.23
2020-03-27,MG,189,0,0,21168791,31,0,189,20.25,,,,,-0.4186,,,,,,,,,0.0,0.0852,8.93,0.0,0.0,0.0,8.93
2020-03-28,MG,205,0,0,21168791,31,0,205,23.16,,,,,1.16,,,,,,,,,0.0,0.0852,9.68,0.0,0.0,0.0,9.68
2020-03-29,MG,231,0,0,21168791,31,0,231,30.16,,,,,1.51,,,,,,,,,0.0,0.0852,10.91,0.0,0.0,0.0,10.91
2020-03-30,MG,261,1,7,21168791,31,8,253,35.09,,,,,4.07,,,,,2.1,,,0.125,0.0038,0.0852,12.33,0.0472,0.331,0.378,11.95
2020-03-31,MG,275,2,6,21168791,31,8,267,30.76,,,,,4.04,,,,,0.636,,,0.25,0.0073,0.0852,12.99,0.0945,0.283,0.378,12.61
2020-04-01,MG,314,3,6,21168791,31,9,305,35.05,,,,,2.34,,,,,-0.3893,0.282,,0.333,0.0096,0.0852,14.83,0.142,0.283,0.425,14.41
2020-04-02,MG,370,4,6,21168791,31,10,360,42.92,,,,,2.36,,,,,0.0435,-0.0256,,0.4,0.0108,0.0852,17.48,0.189,0.283,0.472,17.01
2020-04-03,MG,397,6,6,21168791,31,12,385,41.68,-0.2816,2.21,1.93,39.75,4.27,,,,,-0.0444,,,0.5,0.0151,0.0852,18.75,0.283,0.283,0.567,18.19
2020-04-04,MG,430,6,5,21168791,31,11,419,45.86,-0.1285,1.65,1.53,44.33,2.27,,,,,-0.622,-0.4555,,0.545,0.014,0.0852,20.31,0.283,0.236,0.52,19.79
2020-04-05,MG,498,6,6,21168791,31,12,486,50.07,-0.1543,1.48,1.32,48.75,0.903,,,,,-0.2259,,,0.5,0.012,0.0852,23.53,0.283,0.283,0.567,22.96
2020-04-06,MG,525,9,5,21168791,31,14,511,44.63,0.0,1.87,1.87,42.76,1.8,,0.0056,,,-1.0585,,,0.643,0.0171,0.0852,24.8,0.425,0.236,0.661,24.14
2020-04-07,MG,559,11,5,21168791,31,16,543,46.93,0.0,1.76,1.76,45.16,0.158,,0.198,,,0.0063,,,0.688,0.0197,0.0852,26.41,0.52,0.236,0.756,25.65
2020-04-08,MG,614,14,5,21168791,31,19,595,50.79,0.132,2.25,2.38,48.41,-1.0152,,0.237,,,0.125,,,0.737,0.0228,0.0852,29.0,0.661,0.236,0.898,28.11
2020-04-09,MG,655,15,6,21168791,31,21,634,46.64,0.0,2.82,2.82,43.82,1.21,,0.126,,,0.195,,,0.714,0.0229,0.0852,30.94,0.709,0.283,0.992,29.95
2020-04-10,MG,698,17,6,21168791,31,23,675,45.26,0.158,2.44,2.6,42.66,-0.2472,,0.133,,,,,,0.739,0.0244,0.0852,32.97,0.803,0.283,1.09,31.89
2020-04-11,MG,750,17,6,21168791,31,23,727,50.75,3.29,2.33,5.62,45.13,-1.105,3.54,0.0948,3.64,-4.7448,0.272,,,0.739,0.0227,0.0852,35.43,0.803,0.283,1.09,34.34
2020-04-12,MG,806,20,6,21168791,31,26,780,45.66,5.4,2.3,7.7,37.96,0.52,,0.0191,,,,,,0.769,0.0248,0.0852,38.07,0.945,0.283,1.23,36.85
2020-04-13,MG,815,23,6,21168791,31,29,786,45.49,5.09,2.74,7.83,37.66,0.52,18.93,0.251,19.18,-18.6629,,,,0.793,0.0282,0.0852,38.5,1.09,0.283,1.37,37.13
2020-04-14,MG,884,27,107,21168791,31,134,750,49.36,89.65,2.93,92.59,-43.2309,-0.0678,147.12,0.213,147.34,-147.4051,-0.0402,,,0.201,0.0305,0.0852,41.76,1.28,5.05,6.33,35.43
2020-04-15,MG,903,30,447,21168791,31,477,426,47.91,370.9,3.78,374.68,-326.7698,2.1,508.33,0.21,508.54,-506.44,0.804,,,0.0629,0.0332,0.0852,42.66,1.42,21.12,22.53,20.12
2020-04-16,MG,958,33,442,21168791,31,475,483,50.4,423.25,3.3,426.56,-376.1578,1.37,375.51,0.0181,375.53,-374.1531,,,,0.0695,0.0344,0.0852,45.26,1.56,20.88,22.44,22.82
