Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-10,RS,1,0,0,11377239,43,0,1,,,,,,,,,,,,,,,0.0,0.0865,0.0879,0.0,0.0,0.0,0.0879
2020-03-11,RS,2,0,0,11377239,43,0,2,,,,,,,,,,,,,,,0.0,0.0865,0.176,0.0,0.0,0.0,0.176
2020-03-12,RS,4,0,0,11377239,43,0,4,,,,,,,,,,,,,,,0.0,0.0865,0.352,0.0,0.0,0.0,0.352
2020-03-13,RS,4,0,0,11377239,43,0,4,,,,,,,,,,,,,,,0.0,0.0865,0.352,0.0,0.0,0.0,0.352
2020-03-16,RS,8,0,0,11377239,43,0,8,,,,,,,,,,,,,,,0.0,0.0865,0.703,0.0,0.0,0.0,0.703
2020-03-18,RS,19,0,0,11377239,43,0,19,,,,,,,,,,,,,,,0.0,0.0865,1.67,0.0,0.0,0.0,1.67
2020-03-19,RS,31,0,0,11377239,43,0,31,,,,,,,,,,,,,,,0.0,0.0865,2.72,0.0,0.0,0.0,2.72
2020-03-20,RS,43,0,0,11377239,43,0,43,,,,,,,,,,,,,,,0.0,0.0865,3.78,0.0,0.0,0.0,3.78
2020-03-21,RS,69,0,0,11377239,43,0,69,15.5,,,,,,,,,,,,,,0.0,0.0865,6.06,0.0,0.0,0.0,6.06
2020-03-22,RS,77,0,0,11377239,43,0,77,21.83,,,,,,,,,,,,,,0.0,0.0865,6.77,0.0,0.0,0.0,6.77
2020-03-23,RS,96,0,0,11377239,43,0,96,24.5,,,,,,,,,,,,,,0.0,0.0865,8.44,0.0,0.0,0.0,8.44
2020-03-24,RS,112,0,0,11377239,43,0,112,21.33,,,,,1.36,,,,,,,,,0.0,0.0865,9.84,0.0,0.0,0.0,9.84
2020-03-25,RS,162,1,0,11377239,43,1,161,20.5,,,,,0.333,,,,,,,,1.0,0.0062,0.0865,14.24,0.0879,0.0,0.0879,14.15
2020-03-26,RS,190,1,0,11377239,43,1,189,22.33,,,,,-0.5833,,,,,0.264,,,1.0,0.0053,0.0865,16.7,0.0879,0.0,0.0879,16.61
2020-03-27,RS,197,2,0,11377239,43,2,195,23.67,,,,,1.69,,,,,0.292,,,1.0,0.0102,0.0865,17.32,0.176,0.0,0.176,17.14
2020-03-28,RS,200,2,0,11377239,43,2,198,23.83,,0.5,,,2.42,,,,,,-0.0208,,1.0,0.01,0.0865,17.58,0.176,0.0,0.176,17.4
2020-03-29,RS,230,2,0,11377239,43,2,228,21.0,,0.667,,,1.5,,,,,-0.0556,-0.1562,,1.0,0.0087,0.0865,20.22,0.176,0.0,0.176,20.04
2020-03-30,RS,254,4,7,11377239,43,11,243,31.5,,0.5,,,2.0,,,,,0.181,,,0.364,0.0157,0.0865,22.33,0.352,0.615,0.967,21.36
2020-03-31,RS,305,4,7,11377239,43,11,294,35.0,,0.667,,,1.47,,0.0278,,,-0.3333,,,0.364,0.0131,0.0865,26.81,0.352,0.615,0.967,25.84
2020-04-01,RS,316,5,6,11377239,43,11,305,31.33,,0.833,,,3.14,,-0.0278,,,-0.3889,-0.2917,,0.455,0.0158,0.0865,27.77,0.439,0.527,0.967,26.81
2020-04-02,RS,386,5,6,11377239,43,11,375,35.67,-0.3333,0.5,0.167,35.5,0.167,,0.0556,,,-0.1319,,,0.455,0.013,0.0865,33.93,0.439,0.527,0.967,32.96
2020-04-03,RS,410,6,6,11377239,43,12,398,32.67,-0.3333,0.667,0.333,32.33,0.444,,0.111,,,-0.9861,,,0.5,0.0146,0.0865,36.04,0.527,0.527,1.05,34.98
2020-04-04,RS,418,7,5,11377239,43,12,406,39.83,-0.1667,0.5,0.333,39.5,0.944,,0.0833,,,-0.2708,,,0.583,0.0167,0.0865,36.74,0.615,0.439,1.05,35.69
2020-04-05,RS,468,7,5,11377239,43,12,456,32.5,-0.1667,0.833,0.667,31.83,-0.8056,,0.167,,,-0.8681,,,0.583,0.015,0.0865,41.13,0.615,0.439,1.05,40.08
2020-04-06,RS,501,8,5,11377239,43,13,488,37.67,0.0,1.33,1.33,36.33,-0.9167,,0.111,,,-0.625,,,0.615,0.016,0.0865,44.04,0.703,0.439,1.14,42.89
2020-04-07,RS,555,8,5,11377239,43,13,542,37.0,0.167,1.33,1.5,35.5,-3.0278,,0.167,,,,,,0.615,0.0144,0.0865,48.78,0.703,0.439,1.14,47.64
2020-04-08,RS,581,10,5,11377239,43,15,566,30.83,0.0,1.5,1.5,29.33,-1.5556,,0.0833,,,,,,0.667,0.0172,0.0865,51.07,0.879,0.439,1.32,49.75
2020-04-09,RS,636,14,6,11377239,43,20,616,27.17,0.0,1.33,1.33,25.83,-2.7778,,-0.0833,,,,,,0.7,0.022,0.0865,55.9,1.23,0.527,1.76,54.14
2020-04-10,RS,640,15,6,11377239,43,21,619,21.67,0.0,1.5,1.5,20.17,-1.9444,9.94,-0.0556,9.89,-11.8333,,,,0.714,0.0234,0.0865,56.25,1.32,0.527,1.85,54.41
2020-04-11,RS,653,16,5,11377239,43,21,632,23.17,13.67,1.33,15.0,8.17,-0.1944,,-0.0278,,,,,,0.762,0.0245,0.0865,57.4,1.41,0.439,1.85,55.55
2020-04-12,RS,664,16,5,11377239,43,21,643,21.0,61.83,0.833,62.67,-41.6667,0.75,,0.0,,,,,,0.762,0.0241,0.0865,58.36,1.41,0.439,1.85,56.52
2020-04-13,RS,685,17,5,11377239,43,22,663,25.33,59.83,1.0,60.83,-35.5,1.5,,0.0,,,,,,0.773,0.0248,0.0865,60.21,1.49,0.439,1.93,58.27
2020-04-14,RS,720,18,87,11377239,43,105,615,29.67,56.83,1.33,58.17,-28.5,1.25,8.94,0.0278,8.97,-7.7222,-0.0069,,,0.171,0.025,0.0865,63.28,1.58,7.65,9.23,54.06
2020-04-15,RS,762,19,377,11377239,43,396,366,31.67,53.67,1.33,55.0,-23.3333,0.833,-7.1667,0.0833,-7.0833,7.92,-0.1667,,,0.048,0.0249,0.0865,66.98,1.67,33.14,34.81,32.17
2020-04-16,RS,792,21,365,11377239,43,386,406,30.67,82.17,1.5,83.67,-53.0,0.722,-5.1944,0.0278,-5.1667,5.89,0.0486,,,0.0544,0.0265,0.0865,69.61,1.85,32.08,33.93,35.69
2020-04-17,RS,831,24,346,11377239,43,370,461,30.67,67.33,1.5,68.83,-38.1667,0.833,-3.75,-0.0833,-3.8333,4.67,0.576,,,0.0649,0.0289,0.0865,73.04,2.11,30.41,32.52,40.52
2020-04-18,RS,854,24,327,11377239,43,351,503,26.0,18.83,1.33,20.17,5.83,1.44,-2.4444,0.0556,-2.3889,3.83,0.653,0.248,,0.0684,0.0281,0.0865,75.06,2.11,28.74,30.85,44.21
2020-04-19,RS,869,26,498,11377239,43,524,345,29.67,28.67,1.17,29.83,-0.1667,3.14,-11.6111,0.0,-11.6111,14.75,1.06,-0.0399,,0.0496,0.0299,0.0865,76.38,2.29,43.77,46.06,30.32
2020-04-20,RS,904,27,491,11377239,43,518,386,34.67,34.33,0.833,35.17,-0.5,3.33,-8.8333,0.0556,-8.7778,12.11,1.04,-0.0399,-0.148,0.0521,0.0299,0.0865,79.46,2.37,43.16,45.53,33.93
