Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-05,RJ,1,0,0,17264943,33,0,1,,,,,,,,,,,,,,,0.0,0.179,0.0579,0.0,0.0,0.0,0.0579
2020-03-06,RJ,2,0,0,17264943,33,0,2,,,,,,,,,,,,,,,0.0,0.179,0.116,0.0,0.0,0.0,0.116
2020-03-08,RJ,3,0,0,17264943,33,0,3,,,,,,,,,,,,,,,0.0,0.179,0.174,0.0,0.0,0.0,0.174
2020-03-12,RJ,15,0,0,17264943,33,0,15,,,,,,,,,,,,,,,0.0,0.179,0.869,0.0,0.0,0.0,0.869
2020-03-15,RJ,24,0,0,17264943,33,0,24,,,,,,,,,,,,,,,0.0,0.179,1.39,0.0,0.0,0.0,1.39
2020-03-16,RJ,25,0,0,17264943,33,0,25,,,,,,,,,,,,,,,0.0,0.179,1.45,0.0,0.0,0.0,1.45
2020-03-18,RJ,63,0,0,17264943,33,0,63,,,,,,,,,,,,,,,0.0,0.179,3.65,0.0,0.0,0.0,3.65
2020-03-19,RJ,66,2,0,17264943,33,2,64,,,,,,,,,,,,,,1.0,0.0303,0.179,3.82,0.116,0.0,0.116,3.71
2020-03-21,RJ,119,3,0,17264943,33,3,116,,,,,,,,,,,,,,1.0,0.0252,0.179,6.89,0.174,0.0,0.174,6.72
2020-03-22,RJ,186,3,0,17264943,33,3,183,,,,,,,,,,,,,,1.0,0.0161,0.179,10.77,0.174,0.0,0.174,10.6
2020-03-23,RJ,233,4,0,17264943,33,4,229,,,,,,,,,,,,,,1.0,0.0172,0.179,13.5,0.232,0.0,0.232,13.26
2020-03-24,RJ,305,6,0,17264943,33,6,299,,,,,,,,,,,,,,1.0,0.0197,0.179,17.67,0.348,0.0,0.348,17.32
2020-03-25,RJ,370,8,0,17264943,33,8,362,91.39,,1.86,,,,,,,,,,,1.0,0.0216,0.179,21.43,0.463,0.0,0.463,20.97
2020-03-26,RJ,421,9,1,17264943,33,10,411,76.67,,2.53,,,,,,,,,,,0.9,0.0214,0.179,24.38,0.521,0.0579,0.579,23.81
2020-03-27,RJ,493,10,1,17264943,33,11,482,78.69,,2.4,,,,,,,,,,,0.909,0.0203,0.179,28.55,0.579,0.0579,0.637,27.92
2020-03-28,RJ,558,13,1,17264943,33,14,544,71.33,,2.75,,,-0.9321,,0.509,,,,,,0.929,0.0233,0.179,32.32,0.753,0.0579,0.811,31.51
2020-03-29,RJ,600,17,1,17264943,33,18,582,73.64,,3.33,,,1.23,,0.586,,,,,,0.944,0.0283,0.179,34.75,0.985,0.0579,1.04,33.71
2020-03-30,RJ,657,18,17,17264943,33,35,622,85.58,8.26,4.35,12.62,72.96,4.41,,0.989,,,,,,0.514,0.0274,0.179,38.05,1.04,0.985,2.03,36.03
2020-03-31,RJ,708,23,16,17264943,33,39,669,83.3,7.56,5.69,13.25,70.05,10.18,,1.45,,,11.66,,,0.59,0.0325,0.179,41.01,1.33,0.927,2.26,38.75
2020-04-01,RJ,832,28,15,17264943,33,43,789,101.18,7.09,6.67,13.75,87.42,12.16,,1.67,,,7.18,,,0.651,0.0337,0.179,48.19,1.62,0.869,2.49,45.7
