Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-18,PA,1,0,0,8602865,15,0,1,,,,,,,,,,,,,,,0.0,0.152,0.116,0.0,0.0,0.0,0.116
2020-03-19,PA,1,0,0,8602865,15,0,1,,,,,,,,,,,,,,,0.0,0.152,0.116,0.0,0.0,0.0,0.116
2020-03-20,PA,2,0,0,8602865,15,0,2,,,,,,,,,,,,,,,0.0,0.152,0.232,0.0,0.0,0.0,0.232
2020-03-21,PA,2,0,0,8602865,15,0,2,,,,,,,,,,,,,,,0.0,0.152,0.232,0.0,0.0,0.0,0.232
2020-03-22,PA,4,0,0,8602865,15,0,4,1.28,,,,,,,,,,,,,,0.0,0.152,0.465,0.0,0.0,0.0,0.465
2020-03-23,PA,5,0,0,8602865,15,0,5,2.21,,,,,,,,,,,,,,0.0,0.152,0.581,0.0,0.0,0.0,0.581
2020-03-24,PA,5,0,0,8602865,15,0,5,1.73,,,,,,,,,,,,,,0.0,0.152,0.581,0.0,0.0,0.0,0.581
2020-03-25,PA,7,0,0,8602865,15,0,7,2.58,,,,,0.699,,,,,,,,,0.0,0.152,0.814,0.0,0.0,0.0,0.814
2020-03-26,PA,13,0,0,8602865,15,0,13,3.36,,,,,0.696,,,,,,,,,0.0,0.152,1.51,0.0,0.0,0.0,1.51
2020-03-27,PA,16,0,0,8602865,15,0,16,4.25,,,,,1.15,,,,,0.105,,,,0.0,0.152,1.86,0.0,0.0,0.0,1.86
2020-03-28,PA,18,0,0,8602865,15,0,18,5.67,,,,,0.908,,,,,0.167,,,,0.0,0.152,2.09,0.0,0.0,0.0,2.09
2020-03-29,PA,20,0,0,8602865,15,0,20,5.75,,,,,1.15,,,,,-0.0527,-0.0012,,,0.0,0.152,2.32,0.0,0.0,0.0,2.32
2020-03-30,PA,26,0,1,8602865,15,1,25,5.43,,,,,1.0,,,,,0.113,0.0375,,0.0,0.0,0.152,3.02,0.0,0.116,0.116,2.91
2020-03-31,PA,34,0,1,8602865,15,1,33,8.4,,,,,1.25,,,,,0.395,,,0.0,0.0,0.152,3.95,0.0,0.116,0.116,3.84
2020-04-01,PA,41,1,1,8602865,15,2,39,9.92,,,,,2.63,,,,,1.3,1.62,-0.159,0.5,0.0244,0.152,4.77,0.116,0.116,0.232,4.53
2020-04-02,PA,49,1,1,8602865,15,2,47,11.35,,,,,3.35,,,,,1.27,0.0275,,0.5,0.0204,0.152,5.7,0.116,0.116,0.232,5.46
2020-04-03,PA,75,1,1,8602865,15,2,73,18.64,0.0,,,,3.29,,,,,0.421,-0.3079,0.261,0.5,0.0133,0.152,8.72,0.116,0.116,0.232,8.49
2020-04-04,PA,82,1,1,8602865,15,2,80,19.75,0.0,,,,3.78,,,,,-0.0255,0.0059,0.0003,0.5,0.0122,0.152,9.53,0.116,0.116,0.232,9.3
2020-04-05,PA,86,1,1,8602865,15,2,84,18.93,0.0,0.292,0.292,18.63,3.28,,,,,-0.5817,0.0327,,0.5,0.0116,0.152,10.0,0.116,0.116,0.232,9.76
2020-04-06,PA,123,5,1,8602865,15,6,117,23.8,0.104,1.6,1.71,22.09,1.83,,,,,-0.3543,,,0.833,0.0407,0.152,14.3,0.581,0.116,0.697,13.6
2020-04-07,PA,154,5,1,8602865,15,6,148,25.24,0.104,1.84,1.95,23.29,1.98,,,,,-0.1174,,,0.833,0.0325,0.152,17.9,0.581,0.116,0.697,17.2
2020-04-08,PA,165,6,1,8602865,15,7,158,27.01,0.104,2.45,2.56,24.46,2.73,,0.916,,,0.0604,,,0.857,0.0364,0.152,19.18,0.697,0.116,0.814,18.37
2020-04-09,PA,169,7,2,8602865,15,9,160,28.83,0.208,3.21,3.41,25.41,1.96,0.145,0.299,0.444,1.51,0.406,,,0.778,0.0414,0.152,19.64,0.814,0.232,1.05,18.6
2020-04-10,PA,217,9,2,8602865,15,11,206,30.63,0.208,1.43,1.63,29.0,3.49,0.181,0.118,0.299,3.19,0.891,2.38,,0.818,0.0415,0.152,25.22,1.05,0.232,1.28,23.95
2020-04-11,PA,237,11,2,8602865,15,13,224,33.04,1.46,2.5,3.96,29.09,5.4,1.17,0.0832,1.26,4.14,2.98,3.1,,0.846,0.0464,0.152,27.55,1.28,0.232,1.51,26.04
2020-04-12,PA,259,14,2,8602865,15,16,243,43.31,2.38,2.74,5.12,38.19,7.31,4.63,0.149,4.78,2.53,3.46,2.1,-1.4783,0.875,0.0541,0.152,30.11,1.63,0.232,1.86,28.25
2020-04-13,PA,310,14,2,8602865,15,16,294,57.58,2.0,2.89,4.89,52.7,11.18,6.18,0.581,6.77,4.41,3.69,0.0611,-0.018,0.875,0.0452,0.152,36.03,1.63,0.232,1.86,34.17
2020-04-14,PA,384,21,46,8602865,15,67,317,62.85,46.25,4.17,50.43,12.42,12.72,87.03,0.293,87.32,-74.608,3.13,-1.0886,0.509,0.313,0.0547,0.152,44.64,2.44,5.35,7.79,36.85
2020-04-15,PA,487,21,241,8602865,15,262,225,74.38,237.99,3.57,241.55,-167.1713,14.13,393.04,0.367,393.41,-379.2753,-0.9593,0.317,0.198,0.0802,0.0431,0.152,56.61,2.44,28.01,30.45,26.15
2020-04-16,PA,557,26,257,8602865,15,283,274,83.02,289.26,3.51,292.77,-209.7476,9.05,348.17,0.0076,348.17,-339.1204,-1.1071,0.261,,0.0919,0.0467,0.152,64.75,3.02,29.87,32.9,31.85
2020-04-17,PA,627,32,261,8602865,15,293,334,103.35,311.73,4.48,316.21,-212.8552,8.6,17.5,-0.1144,17.38,-8.7836,-1.3949,,,0.109,0.051,0.152,72.88,3.72,30.34,34.06,38.82
2020-04-18,PA,641,33,245,8602865,15,278,363,96.62,104.05,2.92,106.96,-10.3461,8.31,-22.0731,0.0288,-22.0442,30.35,0.561,,,0.119,0.0515,0.152,74.51,3.84,28.48,32.31,42.2
2020-04-19,PA,685,34,392,8602865,15,426,259,93.72,60.78,3.67,64.44,29.28,11.01,-12.0305,0.381,-11.649,22.66,1.85,,,0.0798,0.0496,0.152,79.62,3.95,45.57,49.52,30.11
2020-04-20,PA,902,35,490,8602865,15,525,377,112.37,72.24,3.75,75.99,36.38,13.71,-11.6294,0.352,-11.2773,24.99,6.19,10.7,,0.0667,0.0388,0.152,104.85,4.07,56.96,61.03,43.82
2020-04-21,PA,1026,38,548,8602865,15,586,440,144.71,96.01,5.76,101.77,42.94,25.39,-1.7064,1.61,-0.0962,25.49,11.41,8.66,,0.0648,0.037,0.152,119.26,4.42,63.7,68.12,51.15
2020-04-22,PA,1195,43,661,8602865,15,704,491,183.8,129.61,7.01,136.62,47.18,33.54,10.54,2.49,13.03,20.51,10.09,-4.9114,3.46,0.0611,0.036,0.152,138.91,5.0,76.83,81.83,57.07
2020-04-23,PA,1267,53,673,8602865,15,726,541,216.84,95.12,10.0,105.12,111.72,30.19,2.22,3.76,5.98,24.21,-0.8366,0.274,-0.1703,0.073,0.0418,0.152,147.28,6.16,78.23,84.39,62.89
2020-04-24,PA,1579,86,808,8602865,15,894,685,216.69,89.84,16.79,106.64,110.06,23.34,-4.1607,5.36,1.2,22.14,-3.4707,0.47,,0.0962,0.0545,0.152,183.54,10.0,93.92,103.92,79.62
2020-04-25,PA,1745,95,858,8602865,15,953,792,215.6,81.07,18.5,99.57,116.03,20.7,-5.2084,5.88,0.675,20.02,-6.5212,,,0.0997,0.0544,0.152,202.84,11.04,99.73,110.78,92.06
2020-04-26,PA,2070,114,989,8602865,15,1103,967,241.34,75.74,23.04,98.79,142.56,9.7,-2.1047,4.14,2.04,7.66,-0.6863,,,0.103,0.0551,0.152,240.62,13.25,114.96,128.21,112.4
2020-04-27,PA,2219,122,1025,8602865,15,1147,1072,290.66,92.99,27.89,120.89,169.77,18.73,2.01,3.08,5.1,13.63,-1.7432,,,0.106,0.055,0.152,257.94,14.18,119.15,133.33,124.61
2020-04-28,PA,2319,132,1031,8602865,15,1163,1156,264.05,82.62,22.85,105.48,158.58,15.44,2.54,3.14,5.69,9.75,3.81,,,0.113,0.0569,0.152,269.56,15.34,119.84,135.19,134.37
2020-04-29,PA,2586,156,1108,8602865,15,1264,1322,296.1,100.0,28.37,128.37,167.73,18.79,8.87,3.62,12.49,6.3,0.191,,,0.123,0.0603,0.152,300.6,18.13,128.79,146.93,153.67
2020-04-30,PA,2999,224,1236,8602865,15,1460,1539,286.44,94.34,35.24,129.57,156.86,19.31,10.05,4.24,14.29,5.02,6.47,1.6,,0.153,0.0747,0.152,348.6,26.04,143.67,169.71,178.89
2020-05-01,PA,3359,263,1386,8602865,15,1649,1710,328.26,115.86,41.98,157.84,170.42,36.76,18.79,6.5,25.29,11.47,7.37,21.35,,0.159,0.0783,0.152,390.45,30.57,161.11,191.68,198.77
2020-05-02,PA,3727,306,1571,8602865,15,1877,1850,402.74,154.24,49.22,203.47,199.27,32.51,19.44,3.62,23.06,9.45,11.31,-3.2213,,0.163,0.0821,0.152,433.23,35.57,182.61,218.18,215.04
2020-05-03,PA,3920,317,1655,8602865,15,1972,1948,448.93,175.2,46.92,222.12,226.81,47.28,26.45,2.18,28.63,18.64,2.37,,,0.161,0.0809,0.152,455.66,36.85,192.38,229.23,226.44
2020-05-04,PA,4262,344,1798,8602865,15,2142,2120,436.54,181.02,40.48,221.49,215.05,42.57,18.74,0.0933,18.84,23.73,,,,0.161,0.0807,0.152,495.42,39.99,209.0,248.99,246.43
2020-05-05,PA,4756,375,1986,8602865,15,2361,2395,472.54,190.55,44.23,234.78,237.76,,,,,,,,,0.159,0.0788,0.152,552.84,43.59,230.85,274.44,278.4
2020-05-06,PA,5524,410,2241,8602865,15,2651,2873,522.7,189.62,42.47,232.09,290.61,,,,,,,,,0.155,0.0742,0.152,642.11,47.66,260.49,308.15,333.96
2020-05-07,PA,5935,488,2419,8602865,15,2907,3028,,,,,,,,,,,,,,0.168,0.0822,0.152,689.89,56.73,281.19,337.91,351.98
2020-05-08,PA,6519,574,2632,8602865,15,3206,3313,,,,,,,,,,,,,,0.179,0.0881,0.152,757.77,66.72,305.94,372.67,385.1
2020-05-09,PA,7018,610,2774,8602865,15,3384,3634,,,,,,,,,,,,,,0.18,0.0869,0.152,815.77,70.91,322.45,393.36,422.42
