Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,SC,2,0,0,7164788,42,0,2,,,,,,,,,,,,,,,0.0,0.0476,0.279,0.0,0.0,0.0,0.279
2020-03-13,SC,3,0,0,7164788,42,0,3,,,,,,,,,,,,,,,0.0,0.0476,0.419,0.0,0.0,0.0,0.419
2020-03-14,SC,5,0,0,7164788,42,0,5,,,,,,,,,,,,,,,0.0,0.0476,0.698,0.0,0.0,0.0,0.698
2020-03-15,SC,6,0,0,7164788,42,0,6,2.0,,,,,,,,,,,,,,0.0,0.0476,0.837,0.0,0.0,0.0,0.837
2020-03-16,SC,7,0,0,7164788,42,0,7,3.0,,,,,,,,,,,,,,0.0,0.0476,0.977,0.0,0.0,0.0,0.977
2020-03-17,SC,7,0,0,7164788,42,0,7,5.83,,,,,,,,,,,,,,0.0,0.0476,0.977,0.0,0.0,0.0,0.977
2020-03-18,SC,14,0,0,7164788,42,0,14,8.5,,,,,2.31,,,,,,,,,0.0,0.0476,1.95,0.0,0.0,0.0,1.95
2020-03-19,SC,21,0,0,7164788,42,0,21,10.17,,,,,2.31,,,,,,,,,0.0,0.0476,2.93,0.0,0.0,0.0,2.93
2020-03-20,SC,40,0,0,7164788,42,0,40,13.17,,,,,2.06,,,,,-0.1944,,,,0.0,0.0476,5.58,0.0,0.0,0.0,5.58
2020-03-21,SC,57,0,0,7164788,42,0,57,15.83,,,,,1.53,,,,,-0.3542,,,,0.0,0.0476,7.96,0.0,0.0,0.0,7.96
2020-03-22,SC,68,0,0,7164788,42,0,68,16.83,,,,,1.53,,,,,-0.4097,,,,0.0,0.0476,9.49,0.0,0.0,0.0,9.49
2020-03-23,SC,86,0,0,7164788,42,0,86,18.17,,,,,0.889,,,,,-0.2986,,,,0.0,0.0476,12.0,0.0,0.0,0.0,12.0
2020-03-24,SC,109,0,0,7164788,42,0,109,17.67,,,,,0.417,,,,,-0.4583,,,,0.0,0.0476,15.21,0.0,0.0,0.0,15.21
2020-03-25,SC,122,0,0,7164788,42,0,122,19.33,,,,,0.333,,,,,-0.1389,,,,0.0,0.0476,17.03,0.0,0.0,0.0,17.03
2020-03-26,SC,149,1,0,7164788,42,1,148,18.5,,,,,-0.3056,,,,,-0.0972,,,1.0,0.0067,0.0476,20.8,0.14,0.0,0.14,20.66
2020-03-27,SC,163,1,0,7164788,42,1,162,18.33,,,,,0.333,,,,,0.25,,,1.0,0.0061,0.0476,22.75,0.14,0.0,0.14,22.61
2020-03-28,SC,184,1,0,7164788,42,1,183,18.83,,,,,0.0278,,,,,,,,1.0,0.0054,0.0476,25.68,0.14,0.0,0.14,25.54
2020-03-29,SC,197,1,0,7164788,42,1,196,16.33,,0.167,,,1.33,,,,,0.396,0.0312,,1.0,0.0051,0.0476,27.5,0.14,0.0,0.14,27.36
2020-03-30,SC,219,2,6,7164788,42,8,211,19.67,,0.667,,,1.39,,,,,0.771,,,0.25,0.0091,0.0476,30.57,0.279,0.837,1.12,29.45
2020-03-31,SC,235,2,5,7164788,42,7,228,19.5,,0.667,,,1.92,,,,,0.375,0.132,0.0013,0.286,0.0085,0.0476,32.8,0.279,0.698,0.977,31.82
2020-04-01,SC,247,2,5,7164788,42,7,240,26.5,,1.5,,,3.11,,0.333,,,1.56,-0.0521,,0.286,0.0081,0.0476,34.47,0.279,0.698,0.977,33.5
