Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-20,MT,1,0,0,3484466,51,0,1,,,,,,,,,,,,,,,0.0,0.0787,0.287,0.0,0.0,0.0,0.287
2020-03-22,MT,2,0,0,3484466,51,0,2,,,,,,,,,,,,,,,0.0,0.0787,0.574,0.0,0.0,0.0,0.574
2020-03-23,MT,6,0,0,3484466,51,0,6,,,,,,,,,,,,,,,0.0,0.0787,1.72,0.0,0.0,0.0,1.72
2020-03-24,MT,7,0,0,3484466,51,0,7,,,,,,,,,,,,,,,0.0,0.0787,2.01,0.0,0.0,0.0,2.01
2020-03-25,MT,9,0,0,3484466,51,0,9,,,,,,,,,,,,,,,0.0,0.0787,2.58,0.0,0.0,0.0,2.58
2020-03-26,MT,11,0,0,3484466,51,0,11,,,,,,,,,,,,,,,0.0,0.0787,3.16,0.0,0.0,0.0,3.16
2020-03-27,MT,11,0,0,3484466,51,0,11,,,,,,,,,,,,,,,0.0,0.0787,3.16,0.0,0.0,0.0,3.16
2020-03-30,MT,18,0,0,3484466,51,0,18,,,,,,,,,,,,,,,0.0,0.0787,5.17,0.0,0.0,0.0,5.17
2020-03-31,MT,25,0,1,3484466,51,1,24,,,,,,,,,,,,,,0.0,0.0,0.0787,7.17,0.0,0.287,0.287,6.89
2020-04-01,MT,28,0,1,3484466,51,1,27,,,,,,,,,,,,,,0.0,0.0,0.0787,8.04,0.0,0.287,0.287,7.75
2020-04-02,MT,41,0,1,3484466,51,1,40,7.0,,,,,,,,,,,,,0.0,0.0,0.0787,11.77,0.0,0.287,0.287,11.48
2020-04-03,MT,44,1,1,3484466,51,2,42,8.5,0.0,,,,,,,,,,,,0.5,0.0227,0.0787,12.63,0.287,0.287,0.574,12.05
2020-04-04,MT,60,1,1,3484466,51,2,58,8.33,0.0,,,,,,,,,,,,0.5,0.0167,0.0787,17.22,0.287,0.287,0.574,16.65
2020-04-05,MT,60,1,1,3484466,51,2,58,8.17,0.0,,,,0.528,,,,,,,,0.5,0.0167,0.0787,17.22,0.287,0.287,0.574,16.65
2020-04-06,MT,76,1,1,3484466,51,2,74,10.67,0.0,0.167,0.167,10.5,-0.1111,,,,,,,,0.5,0.0132,0.0787,21.81,0.287,0.287,0.574,21.24
2020-04-07,MT,78,1,1,3484466,51,2,76,8.67,0.0,0.167,0.167,8.5,0.167,,,,,-0.2778,,,0.5,0.0128,0.0787,22.39,0.287,0.287,0.574,21.81
2020-04-08,MT,90,1,1,3484466,51,2,88,10.17,0.0,0.333,0.333,9.83,-0.0278,,,,,,,,0.5,0.0111,0.0787,25.83,0.287,0.287,0.574,25.25
2020-04-09,MT,108,2,1,3484466,51,3,105,7.83,0.0,0.333,0.333,7.5,-0.5833,,0.0278,,,-0.1806,,,0.667,0.0185,0.0787,30.99,0.574,0.287,0.861,30.13
2020-04-10,MT,112,2,1,3484466,51,3,109,9.33,0.0,0.5,0.5,8.83,-0.2222,,0.0556,,,,,,0.667,0.0179,0.0787,32.14,0.574,0.287,0.861,31.28
2020-04-11,MT,121,3,1,3484466,51,4,117,8.0,2.67,0.5,3.17,4.83,-0.5556,,0.0,,,,,,0.75,0.0248,0.0787,34.73,0.861,0.287,1.15,33.58
2020-04-12,MT,123,3,1,3484466,51,4,119,7.17,12.33,0.333,12.67,-5.5,0.0278,,0.0,,,,,,0.75,0.0244,0.0787,35.3,0.861,0.287,1.15,34.15
2020-04-13,MT,134,4,1,3484466,51,5,129,7.33,11.83,0.5,12.33,-5.0,-0.4444,,-0.0556,,,,,,0.8,0.0299,0.0787,38.46,1.15,0.287,1.43,37.02
2020-04-14,MT,138,4,17,3484466,51,21,117,6.83,11.0,0.333,11.33,-4.5,-0.1389,1.81,-0.0278,1.78,-1.9167,0.0278,,,0.19,0.029,0.0787,39.6,1.15,4.88,6.03,33.58
2020-04-15,MT,151,4,75,3484466,51,79,72,8.0,10.67,0.333,11.0,-3.0,-0.3611,-1.4444,0.0,-1.4444,1.08,,,,0.0506,0.0265,0.0787,43.34,1.15,21.52,22.67,20.66
2020-04-16,MT,156,5,72,3484466,51,77,79,6.67,16.5,0.167,16.67,-10.0,0.139,-0.8333,-0.0556,-0.8889,1.03,,0.0278,,0.0649,0.0321,0.0787,44.77,1.43,20.66,22.1,22.67
2020-04-17,MT,162,5,67,3484466,51,72,90,7.17,13.5,0.333,13.83,-6.6667,0.472,-0.4444,0.0,-0.4444,0.917,,,,0.0694,0.0309,0.0787,46.49,1.43,19.23,20.66,25.83
2020-04-18,MT,171,5,65,3484466,51,70,101,5.0,3.67,0.333,4.0,1.0,0.611,-0.1667,0.0278,-0.1389,0.75,0.139,,-0.0304,0.0714,0.0292,0.0787,49.07,1.43,18.65,20.09,28.99
