Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-14,SE,1,0,0,2298696,28,0,1,,,,,,,,,,,,,,,0.0,0.0542,0.435,0.0,0.0,0.0,0.435
2020-03-16,SE,5,0,0,2298696,28,0,5,,,,,,,,,,,,,,,0.0,0.0542,2.18,0.0,0.0,0.0,2.18
2020-03-18,SE,6,0,0,2298696,28,0,6,,,,,,,,,,,,,,,0.0,0.0542,2.61,0.0,0.0,0.0,2.61
2020-03-20,SE,7,0,0,2298696,28,0,7,,,,,,,,,,,,,,,0.0,0.0542,3.05,0.0,0.0,0.0,3.05
2020-03-21,SE,10,0,0,2298696,28,0,10,,,,,,,,,,,,,,,0.0,0.0542,4.35,0.0,0.0,0.0,4.35
2020-03-24,SE,15,0,0,2298696,28,0,15,,,,,,,,,,,,,,,0.0,0.0542,6.53,0.0,0.0,0.0,6.53
2020-03-25,SE,16,0,0,2298696,28,0,16,,,,,,,,,,,,,,,0.0,0.0542,6.96,0.0,0.0,0.0,6.96
2020-03-27,SE,16,0,0,2298696,28,0,16,,,,,,,,,,,,,,,0.0,0.0542,6.96,0.0,0.0,0.0,6.96
2020-03-30,SE,18,0,0,2298696,28,0,18,,,,,,,,,,,,,,,0.0,0.0542,7.83,0.0,0.0,0.0,7.83
2020-03-31,SE,19,0,0,2298696,28,0,19,,,,,,,,,,,,,,,0.0,0.0542,8.27,0.0,0.0,0.0,8.27
2020-04-01,SE,22,0,0,2298696,28,0,22,,,,,,,,,,,,,,,0.0,0.0542,9.57,0.0,0.0,0.0,9.57
2020-04-02,SE,24,2,0,2298696,28,2,22,,,,,,,,,,,,,,1.0,0.0833,0.0542,10.44,0.87,0.0,0.87,9.57
2020-04-03,SE,27,2,0,2298696,28,2,25,,,,,,,,,,,,,,1.0,0.0741,0.0542,11.75,0.87,0.0,0.87,10.88
2020-04-04,SE,32,3,0,2298696,28,3,29,,,,,,,,,,,,,,1.0,0.0938,0.0542,13.92,1.31,0.0,1.31,12.62
2020-04-06,SE,32,4,0,2298696,28,4,28,,,,,,,,,,,,,,1.0,0.125,0.0542,13.92,1.74,0.0,1.74,12.18
2020-04-07,SE,36,4,0,2298696,28,4,32,,,,,,,,,,,,,,1.0,0.111,0.0542,15.66,1.74,0.0,1.74,13.92
2020-04-08,SE,39,4,0,2298696,28,4,35,,,,,,,,,,,,,,1.0,0.103,0.0542,16.97,1.74,0.0,1.74,15.23
2020-04-09,SE,40,4,0,2298696,28,4,36,,,,,,,,,,,,,,1.0,0.1,0.0542,17.4,1.74,0.0,1.74,15.66
2020-04-10,SE,42,4,0,2298696,28,4,38,,,,,,,,,,,,,,1.0,0.0952,0.0542,18.27,1.74,0.0,1.74,16.53
2020-04-11,SE,44,4,0,2298696,28,4,40,,,,,,,,,,,,,,1.0,0.0909,0.0542,19.14,1.74,0.0,1.74,17.4
2020-04-13,SE,45,4,0,2298696,28,4,41,,,,,,,,,,,,,,1.0,0.0889,0.0542,19.58,1.74,0.0,1.74,17.84
2020-04-14,SE,46,4,6,2298696,28,10,36,,,,,,,,,,,,,,0.4,0.087,0.0542,20.01,1.74,2.61,4.35,15.66
2020-04-15,SE,48,4,24,2298696,28,28,20,,,,,,,,,,,,,,0.143,0.0833,0.0542,20.88,1.74,10.44,12.18,8.7
2020-04-16,SE,53,4,24,2298696,28,28,25,6.83,,0.167,,,,,,,,,,,0.143,0.0755,0.0542,23.06,1.74,10.44,12.18,10.88
2020-04-17,SE,58,4,24,2298696,28,28,30,7.67,7.33,0.167,7.5,0.167,,,,,,,,,0.143,0.069,0.0542,25.23,1.74,10.44,12.18,13.05
2020-04-18,SE,71,5,27,2298696,28,32,39,11.5,6.33,0.5,6.83,4.67,,,,,,,,,0.156,0.0704,0.0542,30.89,2.18,11.75,13.92,16.97
2020-04-19,SE,86,5,49,2298696,28,54,32,10.83,6.83,0.5,7.33,3.5,0.75,,0.0833,,,,,,0.0926,0.0581,0.0542,37.41,2.18,21.32,23.49,13.92
