Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-16,CE,9,0,0,9132078,23,0,9,,,,,,,,,,,,,,,0.0,0.138,0.986,0.0,0.0,0.0,0.986
2020-03-17,CE,10,0,0,9132078,23,0,10,,,,,,,,,,,,,,,0.0,0.138,1.1,0.0,0.0,0.0,1.1
2020-03-18,CE,19,0,0,9132078,23,0,19,,,,,,,,,,,,,,,0.0,0.138,2.08,0.0,0.0,0.0,2.08
2020-03-19,CE,24,0,0,9132078,23,0,24,19.33,,,,,,,,,,,,,,0.0,0.138,2.63,0.0,0.0,0.0,2.63
2020-03-20,CE,68,0,0,9132078,23,0,68,25.67,,,,,,,,,,,,,,0.0,0.138,7.45,0.0,0.0,0.0,7.45
2020-03-21,CE,84,0,0,9132078,23,0,84,27.67,,,,,,,,,,,,,,0.0,0.138,9.2,0.0,0.0,0.0,9.2
2020-03-22,CE,125,0,0,9132078,23,0,125,31.17,,,,,2.25,,,,,,,,,0.0,0.138,13.69,0.0,0.0,0.0,13.69
2020-03-23,CE,164,0,0,9132078,23,0,164,28.17,,,,,1.14,,,,,,,,,0.0,0.138,17.96,0.0,0.0,0.0,17.96
2020-03-24,CE,185,0,0,9132078,23,0,185,33.0,,,,,0.861,,,,,-0.2917,,,,0.0,0.138,20.26,0.0,0.0,0.0,20.26
2020-03-25,CE,211,0,0,9132078,23,0,211,32.83,,,,,0.0833,,,,,0.292,,,,0.0,0.138,23.11,0.0,0.0,0.0,23.11
2020-03-26,CE,237,3,0,9132078,23,3,234,32.5,,,,,1.08,,,,,0.75,,,1.0,0.0127,0.138,25.95,0.329,0.0,0.329,25.62
2020-03-27,CE,282,3,0,9132078,23,3,279,32.83,,,,,2.31,,,,,1.31,0.571,,1.0,0.0106,0.138,30.88,0.329,0.0,0.329,30.55
2020-03-28,CE,322,4,0,9132078,23,4,318,31.67,,,,,3.86,,,,,2.38,0.5,,1.0,0.0124,0.138,35.26,0.438,0.0,0.438,34.82
2020-03-29,CE,359,5,1,9132078,23,6,353,34.67,,1.0,,,5.31,,,,,2.58,0.297,-0.3155,0.833,0.0139,0.138,39.31,0.548,0.11,0.657,38.65
2020-03-30,CE,382,5,10,9132078,23,15,367,46.83,,3.0,,,10.58,,,,,2.75,-0.4722,-0.4727,0.333,0.0131,0.138,41.83,0.548,1.1,1.64,40.19
2020-03-31,CE,401,7,9,9132078,23,16,385,56.0,,3.0,,,12.61,,,,,2.49,-0.691,-0.4436,0.438,0.0175,0.138,43.91,0.767,0.986,1.75,42.16
2020-04-01,CE,445,9,8,9132078,23,17,428,64.33,1.33,3.0,4.33,60.0,14.86,,0.694,,,0.486,-1.3906,,0.529,0.0202,0.138,48.73,0.986,0.876,1.86,46.87
2020-04-02,CE,563,21,9,9132078,23,30,533,96.33,0.167,5.0,5.17,91.17,15.28,,0.5,,,-0.1875,-1.4774,,0.7,0.0373,0.138,61.65,2.3,0.986,3.29,58.37
2020-04-03,CE,658,22,9,9132078,23,31,627,107.33,0.333,4.67,5.0,102.33,12.53,,0.472,,,-2.8125,-0.8976,,0.71,0.0334,0.138,72.05,2.41,0.986,3.39,68.66
2020-04-04,CE,745,23,9,9132078,23,32,713,123.83,0.5,5.17,5.67,118.17,11.86,-0.0833,0.722,0.639,11.22,-3.4167,,,0.719,0.0309,0.138,81.58,2.52,0.986,3.5,78.08
2020-04-05,CE,960,35,11,9132078,23,46,914,138.5,0.333,6.0,6.33,132.17,3.61,0.0556,0.25,0.306,3.31,-3.1042,,,0.761,0.0365,0.138,105.12,3.83,1.2,5.04,100.09
2020-04-06,CE,1045,35,11,9132078,23,46,999,131.17,0.833,5.83,6.67,124.5,1.61,0.0278,0.361,0.389,1.22,-4.0417,,,0.761,0.0335,0.138,114.43,3.83,1.2,5.04,109.39
2020-04-07,CE,1188,40,11,9132078,23,51,1137,135.5,0.833,7.33,8.17,127.33,0.111,0.0,0.833,0.833,-0.7222,-0.4931,,,0.784,0.0337,0.138,130.09,4.38,1.2,5.58,124.51
2020-04-08,CE,1394,57,11,9132078,23,68,1326,118.0,0.5,6.5,7.0,111.0,-4.3056,6.58,0.5,7.08,-11.3889,-0.1181,,,0.838,0.0409,0.138,152.65,6.24,1.2,7.45,145.2
2020-04-09,CE,1445,57,14,9132078,23,71,1374,117.0,0.5,6.83,7.33,109.67,1.64,31.0,0.889,31.89,-30.25,2.55,,,0.803,0.0394,0.138,158.23,6.24,1.53,7.77,150.46
2020-04-10,CE,1558,67,14,9132078,23,81,1477,124.5,0.5,10.17,10.67,113.83,1.14,30.36,0.667,31.03,-29.8889,,,,0.827,0.043,0.138,170.61,7.34,1.53,8.87,161.74
2020-04-11,CE,1668,74,14,9132078,23,88,1580,112.67,39.83,9.0,48.83,63.83,10.31,31.31,1.17,32.47,-22.1667,3.92,-0.3351,,0.841,0.0444,0.138,182.65,8.1,1.53,9.64,173.02
2020-04-12,CE,1747,76,14,9132078,23,90,1657,141.0,186.83,11.17,198.0,-57.0,17.03,32.08,1.75,33.83,-16.8056,4.85,,,0.844,0.0435,0.138,191.3,8.32,1.53,9.86,181.45
2020-04-13,CE,1935,101,14,9132078,23,115,1820,142.33,183.0,11.33,194.33,-52.0,17.33,52.11,0.75,52.86,-35.5278,1.21,-0.5434,,0.878,0.0522,0.138,211.89,11.06,1.53,12.59,199.3
2020-04-14,CE,2070,111,250,9132078,23,361,1709,179.83,188.33,13.5,201.83,-22.0,20.53,39.0,1.14,40.14,-19.6111,1.65,-1.2031,,0.307,0.0536,0.138,226.67,12.15,27.38,39.53,187.14
2020-04-15,CE,2291,124,1135,9132078,23,1259,1032,219.17,193.0,17.33,210.33,8.83,15.14,-8.0833,0.833,-7.25,22.39,1.75,0.47,,0.0985,0.0541,0.138,250.87,13.58,124.29,137.87,113.01
2020-04-16,CE,2412,135,1112,9132078,23,1247,1165,228.5,313.17,14.67,327.83,-99.3333,23.61,1.86,1.0,2.86,20.75,0.0347,0.474,,0.108,0.056,0.138,264.12,14.78,121.77,136.55,127.57
2020-04-17,CE,2747,155,1144,9132078,23,1299,1448,235.83,273.83,15.83,289.67,-53.8333,24.33,6.19,0.972,7.17,17.17,3.09,1.01,-0.4141,0.119,0.0564,0.138,300.81,16.97,125.27,142.25,158.56
