Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,GO,3,0,0,7018354,52,0,3,,,,,,,,,,,,,,,0.0,0.034,0.427,0.0,0.0,0.0,0.427
2020-03-13,GO,3,0,0,7018354,52,0,3,,,,,,,,,,,,,,,0.0,0.034,0.427,0.0,0.0,0.0,0.427
2020-03-14,GO,4,0,0,7018354,52,0,4,,,,,,,,,,,,,,,0.0,0.034,0.57,0.0,0.0,0.0,0.57
2020-03-15,GO,4,0,0,7018354,52,0,4,,,,,,,,,,,,,,,0.0,0.034,0.57,0.0,0.0,0.0,0.57
2020-03-16,GO,9,0,0,7018354,52,0,9,2.33,,,,,,,,,,,,,,0.0,0.034,1.28,0.0,0.0,0.0,1.28
2020-03-17,GO,10,0,0,7018354,52,0,10,2.92,,,,,,,,,,,,,,0.0,0.034,1.42,0.0,0.0,0.0,1.42
2020-03-18,GO,12,0,0,7018354,52,0,12,2.99,,,,,,,,,,,,,,0.0,0.034,1.71,0.0,0.0,0.0,1.71
2020-03-19,GO,15,0,0,7018354,52,0,15,4.01,,,,,0.243,,,,,,,,,0.0,0.034,2.14,0.0,0.0,0.0,2.14
2020-03-20,GO,18,0,0,7018354,52,0,18,2.58,,,,,0.0912,,,,,,,,,0.0,0.034,2.56,0.0,0.0,0.0,2.56
2020-03-21,GO,19,0,0,7018354,52,0,19,3.12,,,,,0.0553,,,,,-0.018,,,,0.0,0.034,2.71,0.0,0.0,0.0,2.71
2020-03-22,GO,21,0,0,7018354,52,0,21,3.47,,,,,0.0747,,,,,0.0637,,,,0.0,0.034,2.99,0.0,0.0,0.0,2.99
2020-03-23,GO,23,0,0,7018354,52,0,23,3.27,,,,,0.58,,,,,0.685,,,,0.0,0.034,3.28,0.0,0.0,0.0,3.28
2020-03-24,GO,29,0,0,7018354,52,0,29,4.46,,,,,0.574,,,,,0.75,0.246,,,0.0,0.034,4.13,0.0,0.0,0.0,4.13
