Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-21,RR,2,0,0,605761,14,0,2,,,,,,,,,,,,,,,0.0,0.0302,3.3,0.0,0.0,0.0,3.3
2020-03-22,RR,2,0,0,605761,14,0,2,,,,,,,,,,,,,,,0.0,0.0302,3.3,0.0,0.0,0.0,3.3
2020-03-23,RR,2,0,0,605761,14,0,2,,,,,,,,,,,,,,,0.0,0.0302,3.3,0.0,0.0,0.0,3.3
2020-03-24,RR,8,0,0,605761,14,0,8,1.67,,,,,,,,,,,,,,0.0,0.0302,13.21,0.0,0.0,0.0,13.21
2020-03-25,RR,8,0,0,605761,14,0,8,2.33,,,,,,,,,,,,,,0.0,0.0302,13.21,0.0,0.0,0.0,13.21
2020-03-26,RR,10,0,0,605761,14,0,10,2.33,,,,,,,,,,,,,,0.0,0.0302,16.51,0.0,0.0,0.0,16.51
2020-03-27,RR,12,0,0,605761,14,0,12,1.33,,,,,0.222,,,,,,,,,0.0,0.0302,19.81,0.0,0.0,0.0,19.81
2020-03-28,RR,16,0,0,605761,14,0,16,1.33,,,,,0.194,,,,,,,,,0.0,0.0302,26.41,0.0,0.0,0.0,26.41
2020-03-29,RR,16,0,0,605761,14,0,16,2.67,,,,,0.333,,,,,0.0694,,,,0.0,0.0302,26.41,0.0,0.0,0.0,26.41
2020-03-30,RR,16,0,0,605761,14,0,16,3.0,,,,,0.5,,,,,0.0,,,,0.0,0.0302,26.41,0.0,0.0,0.0,26.41
2020-03-31,RR,16,0,0,605761,14,0,16,3.5,,,,,0.5,,,,,-0.0556,-0.0365,,,0.0,0.0302,26.41,0.0,0.0,0.0,26.41
2020-04-01,RR,26,0,0,605761,14,0,26,4.33,,,,,0.194,,,,,-0.0903,0.0069,,,0.0,0.0302,42.92,0.0,0.0,0.0,42.92
2020-04-02,RR,30,0,0,605761,14,0,30,4.33,,,,,0.111,,,,,-0.0764,,,,0.0,0.0302,49.52,0.0,0.0,0.0,49.52
2020-04-03,RR,37,1,1,605761,14,2,35,4.33,,,,,0.139,,,,,0.0278,,0.0148,0.5,0.027,0.0302,61.08,1.65,1.65,3.3,57.78
2020-04-04,RR,42,1,1,605761,14,2,40,3.83,,,,,0.194,,,,,0.0764,,,0.5,0.0238,0.0302,69.33,1.65,1.65,3.3,66.03
2020-04-05,RR,42,1,0,605761,14,1,41,3.67,,,,,0.306,,,,,0.25,0.066,,1.0,0.0238,0.0302,69.33,1.65,0.0,1.65,67.68
2020-04-06,RR,42,1,0,605761,14,1,41,4.33,0.0,0.167,0.167,4.17,0.417,,,,,0.229,0.0521,,1.0,0.0238,0.0302,69.33,1.65,0.0,1.65,67.68
2020-04-07,RR,49,1,0,605761,14,1,48,5.5,0.0,0.333,0.333,5.17,1.14,,,,,0.292,0.0139,-0.0286,1.0,0.0204,0.0302,80.89,1.65,0.0,1.65,79.24
2020-04-08,RR,52,1,0,605761,14,1,51,6.17,,0.333,,,1.11,,,,,0.285,0.0434,-0.0243,1.0,0.0192,0.0302,85.84,1.65,0.0,1.65,84.19
2020-04-09,RR,63,2,1,605761,14,3,60,6.83,,0.333,,,1.47,,0.0,,,0.306,-0.0486,-0.0339,0.667,0.0317,0.0302,104.0,3.3,1.65,4.95,99.05
2020-04-10,RR,75,3,1,605761,14,4,71,10.67,,0.333,,,1.56,,-0.0556,,,0.403,-0.0451,-0.0595,0.75,0.04,0.0302,123.81,4.95,1.65,6.6,117.21
2020-04-11,RR,79,3,1,605761,14,4,75,10.33,,0.333,,,2.36,,-0.0556,,,0.0972,-0.1215,,0.75,0.038,0.0302,130.41,4.95,1.65,6.6,123.81
2020-04-12,RR,83,3,1,605761,14,4,79,13.17,11.5,0.167,11.67,1.5,2.72,,-0.0556,,,0.104,-0.1944,,0.75,0.0361,0.0302,137.02,4.95,1.65,6.6,130.41
2020-04-13,RR,113,3,1,605761,14,4,109,14.83,12.5,0.0,12.5,2.33,1.86,,-0.0556,,,-0.1806,-0.1736,,0.75,0.0265,0.0302,186.54,4.95,1.65,6.6,179.94
2020-04-14,RR,114,3,14,605761,14,17,97,20.33,13.83,0.0,13.83,6.5,1.97,,-0.0556,,,-0.375,-0.1771,,0.176,0.0263,0.0302,188.19,4.95,23.11,28.06,160.13
2020-04-15,RR,142,3,70,605761,14,73,69,23.17,14.0,0.0,14.0,9.17,1.64,0.278,-0.0278,0.25,1.39,-0.5972,,,0.0411,0.0211,0.0302,234.42,4.95,115.56,120.51,113.91
2020-04-16,RR,164,3,76,605761,14,79,85,21.83,23.17,0.0,23.17,-1.3333,1.22,0.361,,,,-0.6042,,,0.038,0.0183,0.0302,270.73,4.95,125.46,130.41,140.32
2020-04-17,RR,201,3,84,605761,14,87,114,22.17,20.0,0.0,20.0,2.17,-0.5278,-0.1667,,,,-0.2292,,,0.0345,0.0149,0.0302,331.81,4.95,138.67,143.62,188.19
2020-04-18,RR,222,3,85,605761,14,88,134,23.0,13.17,0.0,13.17,9.83,-0.4444,0.222,,,,-0.1181,,,0.0341,0.0135,0.0302,366.48,4.95,140.32,145.27,221.21
2020-04-19,RR,244,3,140,605761,14,143,101,22.17,14.67,0.0,14.67,7.5,0.722,-2.2778,,,,,,,0.021,0.0123,0.0302,402.8,4.95,231.11,236.07,166.73
2020-04-20,RR,247,3,134,605761,14,137,110,17.17,12.83,0.0,12.83,4.33,0.75,-1.6667,,,,,,,0.0219,0.0121,0.0302,407.75,4.95,221.21,226.16,181.59
2020-04-21,RR,280,3,149,605761,14,152,128,20.5,15.33,0.0,15.33,5.17,0.194,-0.8889,,,,,,,0.0197,0.0107,0.0302,462.23,4.95,245.97,250.92,211.3
2020-04-22,RR,297,3,164,605761,14,167,130,26.17,9.5,0.167,9.67,16.5,,,,,,,,,0.018,0.0101,0.0302,490.29,4.95,270.73,275.69,214.61
2020-04-23,RR,304,3,161,605761,14,164,140,26.67,10.0,0.167,10.17,16.5,,,,,,,,,0.0183,0.0099,0.0302,501.85,4.95,265.78,270.73,231.11
2020-04-24,RR,345,3,177,605761,14,180,165,24.17,7.83,0.167,8.0,16.17,,,,,,,,,0.0167,0.0087,0.0302,569.53,4.95,292.19,297.15,272.38
2020-04-25,RR,401,4,197,605761,14,201,200,,,,,,,,,,,,,,0.0199,0.01,0.0302,661.98,6.6,325.21,331.81,330.16
2020-04-26,RR,407,4,194,605761,14,198,209,,,,,,,,,,,,,,0.0202,0.0098,0.0302,671.88,6.6,320.26,326.86,345.02
2020-04-27,RR,425,4,196,605761,14,200,225,,,,,,,,,,,,,,0.02,0.0094,0.0302,701.6,6.6,323.56,330.16,371.43
2020-04-29,RR,426,4,182,605761,14,186,240,,,,,,,,,,,,,,0.0215,0.0094,0.0302,703.25,6.6,300.45,307.05,396.2
2020-04-30,RR,519,7,214,605761,14,221,298,,,,,,,,,,,,,,0.0317,0.0135,0.0302,856.77,11.56,353.27,364.83,491.94
2020-05-03,RR,533,7,225,605761,14,232,301,,,,,,,,,,,,,,0.0302,0.0131,0.0302,879.88,11.56,371.43,382.99,496.9
2020-05-04,RR,578,11,244,605761,14,255,323,,,,,,,,,,,,,,0.0431,0.019,0.0302,954.17,18.16,402.8,420.96,533.21
2020-05-05,RR,869,11,363,605761,14,374,495,,,,,,,,,,,,,,0.0294,0.0127,0.0302,1434.56,18.16,599.25,617.41,817.15
2020-05-06,RR,932,13,378,605761,14,391,541,111.5,41.67,1.83,43.5,68.0,,,,,,,,,0.0332,0.0139,0.0302,1538.56,21.46,624.01,645.47,893.09
2020-05-07,RR,1020,14,416,605761,14,430,590,118.67,45.17,1.67,46.83,71.83,,,,,,,,,0.0326,0.0137,0.0302,1683.83,23.11,686.74,709.85,973.98
