Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-05,ES,1,0,0,4018650,32,0,1,,,,,,,,,,,,,,,0.0,0.0814,0.249,0.0,0.0,0.0,0.249
2020-03-06,ES,1,0,0,4018650,32,0,1,,,,,,,,,,,,,,,0.0,0.0814,0.249,0.0,0.0,0.0,0.249
2020-03-07,ES,1,0,0,4018650,32,0,1,,,,,,,,,,,,,,,0.0,0.0814,0.249,0.0,0.0,0.0,0.249
2020-03-08,ES,1,0,0,4018650,32,0,1,,,,,,,,,,,,,,,0.0,0.0814,0.249,0.0,0.0,0.0,0.249
2020-03-09,ES,1,0,0,4018650,32,0,1,0.104,,,,,,,,,,,,,,0.0,0.0814,0.249,0.0,0.0,0.0,0.249
2020-03-10,ES,1,0,0,4018650,32,0,1,0.104,,,,,,,,,,,,,,0.0,0.0814,0.249,0.0,0.0,0.0,0.249
2020-03-11,ES,1,0,0,4018650,32,0,1,0.219,,,,,,,,,,,,,,0.0,0.0814,0.249,0.0,0.0,0.0,0.249
2020-03-12,ES,2,0,0,4018650,32,0,2,0.438,,,,,0.297,,,,,,,,,0.0,0.0814,0.498,0.0,0.0,0.0,0.498
2020-03-13,ES,2,0,0,4018650,32,0,2,0.692,,,,,0.508,,,,,,,,,0.0,0.0814,0.498,0.0,0.0,0.0,0.498
2020-03-14,ES,4,0,0,4018650,32,0,4,1.38,,,,,0.859,,,,,0.3,,,,0.0,0.0814,0.995,0.0,0.0,0.0,0.995
2020-03-15,ES,4,0,0,4018650,32,0,4,1.63,,,,,0.729,,,,,0.158,,,,0.0,0.0814,0.995,0.0,0.0,0.0,0.995
2020-03-16,ES,8,0,0,4018650,32,0,8,2.45,,,,,0.914,,,,,-0.0804,0.0363,,,0.0,0.0814,1.99,0.0,0.0,0.0,1.99
2020-03-17,ES,8,0,0,4018650,32,0,8,2.77,,,,,0.652,,,,,-0.0495,0.0338,,,0.0,0.0814,1.99,0.0,0.0,0.0,1.99
2020-03-18,ES,11,0,0,4018650,32,0,11,3.37,,,,,0.575,,,,,-0.005,,,,0.0,0.0814,2.74,0.0,0.0,0.0,2.74
2020-03-19,ES,13,0,0,4018650,32,0,13,3.99,,,,,0.89,,,,,-0.0792,,,,0.0,0.0814,3.23,0.0,0.0,0.0,3.23
2020-03-20,ES,16,0,0,4018650,32,0,16,3.59,,,,,0.493,,,,,0.101,,,,0.0,0.0814,3.98,0.0,0.0,0.0,3.98
2020-03-21,ES,26,0,0,4018650,32,0,26,6.72,,,,,1.01,,,,,-0.0668,,,,0.0,0.0814,6.47,0.0,0.0,0.0,6.47
2020-03-22,ES,26,0,0,4018650,32,0,26,5.27,,,,,0.724,,,,,0.0109,0.0034,,,0.0,0.0814,6.47,0.0,0.0,0.0,6.47
2020-03-23,ES,33,0,0,4018650,32,0,33,6.77,,,,,0.516,,,,,-0.2293,,,,0.0,0.0814,8.21,0.0,0.0,0.0,8.21
2020-03-24,ES,40,0,0,4018650,32,0,40,7.59,,,,,0.172,,,,,-0.0279,-0.0241,,,0.0,0.0814,9.95,0.0,0.0,0.0,9.95
2020-03-25,ES,40,0,0,4018650,32,0,40,5.18,,,,,0.426,,,,,-0.0706,,,,0.0,0.0814,9.95,0.0,0.0,0.0,9.95
2020-03-26,ES,48,0,0,4018650,32,0,48,7.52,,,,,0.299,,,,,0.197,,,,0.0,0.0814,11.94,0.0,0.0,0.0,11.94
2020-03-27,ES,54,0,0,4018650,32,0,54,7.82,,,,,0.783,,,,,0.483,,,,0.0,0.0814,13.44,0.0,0.0,0.0,13.44
2020-03-28,ES,61,0,0,4018650,32,0,61,8.23,,,,,1.8,,,,,1.54,1.06,,,0.0,0.0814,15.18,0.0,0.0,0.0,15.18
2020-03-29,ES,72,0,0,4018650,32,0,72,12.24,,,,,1.92,,,,,0.948,0.0491,,,0.0,0.0814,17.92,0.0,0.0,0.0,17.92
2020-03-30,ES,85,0,2,4018650,32,2,83,13.94,,,,,2.61,,,,,0.562,-0.3354,0.223,0.0,0.0,0.0814,21.15,0.0,0.498,0.498,20.65
2020-03-31,ES,97,0,2,4018650,32,2,95,15.56,,,,,3.23,,,,,0.101,-0.0398,0.0026,0.0,0.0,0.0814,24.14,0.0,0.498,0.498,23.64
2020-04-01,ES,120,0,2,4018650,32,2,118,18.45,,,,,2.1,,,,,-0.212,0.0402,,0.0,0.0,0.0814,29.86,0.0,0.498,0.498,29.36
2020-04-02,ES,139,2,2,4018650,32,4,135,21.14,,,,,1.9,,,,,-0.2993,-0.142,,0.5,0.0144,0.0814,34.59,0.498,0.498,0.995,33.59
2020-04-03,ES,153,5,2,4018650,32,7,146,20.98,0.0,,,,1.93,,,,,-0.3248,,,0.714,0.0327,0.0814,38.07,1.24,0.498,1.74,36.33
2020-04-04,ES,166,6,2,4018650,32,8,158,21.44,0.0,,,,1.21,,,,,-0.1002,,,0.75,0.0361,0.0814,41.31,1.49,0.498,1.99,39.32
2020-04-05,ES,194,6,2,4018650,32,8,186,24.17,0.0,,,,1.47,,,,,0.144,,,0.75,0.0309,0.0814,48.27,1.49,0.498,1.99,46.28
