Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,PR,6,0,0,11433957,41,0,6,,,,,,,,,,,,,,,0.0,0.034,0.525,0.0,0.0,0.0,0.525
2020-03-13,PR,6,0,0,11433957,41,0,6,,,,,,,,,,,,,,,0.0,0.034,0.525,0.0,0.0,0.0,0.525
2020-03-16,PR,6,0,0,11433957,41,0,6,,,,,,,,,,,,,,,0.0,0.034,0.525,0.0,0.0,0.0,0.525
2020-03-17,PR,12,0,0,11433957,41,0,12,,,,,,,,,,,,,,,0.0,0.034,1.05,0.0,0.0,0.0,1.05
2020-03-18,PR,14,0,0,11433957,41,0,14,,,,,,,,,,,,,,,0.0,0.034,1.22,0.0,0.0,0.0,1.22
2020-03-19,PR,23,0,0,11433957,41,0,23,,,,,,,,,,,,,,,0.0,0.034,2.01,0.0,0.0,0.0,2.01
2020-03-20,PR,36,0,0,11433957,41,0,36,14.02,,,,,,,,,,,,,,0.0,0.034,3.15,0.0,0.0,0.0,3.15
2020-03-21,PR,43,0,0,11433957,41,0,43,12.32,,,,,,,,,,,,,,0.0,0.034,3.76,0.0,0.0,0.0,3.76
2020-03-22,PR,54,0,0,11433957,41,0,54,17.2,,,,,,,,,,,,,,0.0,0.034,4.72,0.0,0.0,0.0,4.72
2020-03-23,PR,60,0,0,11433957,41,0,60,14.64,,,,,0.657,,,,,,,,,0.0,0.034,5.25,0.0,0.0,0.0,5.25
2020-03-24,PR,70,0,0,11433957,41,0,70,13.62,,,,,0.887,,,,,,,,,0.0,0.034,6.12,0.0,0.0,0.0,6.12
2020-03-25,PR,97,0,0,11433957,41,0,97,17.46,,,,,0.313,,,,,0.0655,,,,0.0,0.034,8.48,0.0,0.0,0.0,8.48
2020-03-26,PR,106,0,0,11433957,41,0,106,16.89,,,,,1.16,,,,,0.213,,,,0.0,0.034,9.27,0.0,0.0,0.0,9.27
2020-03-27,PR,125,2,0,11433957,41,2,123,18.8,,,,,1.47,,,,,0.621,0.134,,1.0,0.016,0.034,10.93,0.175,0.0,0.175,10.76
