Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,PB,0,0,0,4018127,25,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0
2020-03-13,PB,0,0,0,4018127,25,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0
2020-03-14,PB,0,0,0,4018127,25,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0
2020-03-15,PB,0,0,0,4018127,25,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0
2020-03-16,PB,0,0,0,4018127,25,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0
2020-03-17,PB,0,0,0,4018127,25,0,0,,,,,,,,,,,,,,,,0.034,0.0,0.0,0.0,0.0,0.0
2020-03-18,PB,1,0,0,4018127,25,0,1,,,,,,,,,,,,,,,0.0,0.034,0.249,0.0,0.0,0.0,0.249
2020-03-19,PB,1,0,0,4018127,25,0,1,,,,,,,,,,,,,,,0.0,0.034,0.249,0.0,0.0,0.0,0.249
2020-03-20,PB,1,0,0,4018127,25,0,1,,,,,,,,,,,,,,,0.0,0.034,0.249,0.0,0.0,0.0,0.249
2020-03-21,PB,1,0,0,4018127,25,0,1,,,,,,,,,,,,,,,0.0,0.034,0.249,0.0,0.0,0.0,0.249
2020-03-22,PB,1,0,0,4018127,25,0,1,0.258,,,,,,,,,,,,,,0.0,0.034,0.249,0.0,0.0,0.0,0.249
2020-03-23,PB,2,0,0,4018127,25,0,2,0.583,,,,,,,,,,,,,,0.0,0.034,0.498,0.0,0.0,0.0,0.498
2020-03-24,PB,3,0,0,4018127,25,0,3,1.17,,,,,,,,,,,,,,0.0,0.034,0.747,0.0,0.0,0.0,0.747
2020-03-25,PB,5,0,0,4018127,25,0,5,2.29,,,,,1.58,,,,,,,,,0.0,0.034,1.24,0.0,0.0,0.0,1.24
2020-03-26,PB,6,0,0,4018127,25,0,6,2.75,,,,,1.31,,,,,,,,,0.0,0.034,1.49,0.0,0.0,0.0,1.49
2020-03-27,PB,10,0,0,4018127,25,0,10,3.58,,,,,0.794,,,,,-0.237,,,,0.0,0.034,2.49,0.0,0.0,0.0,2.49
2020-03-28,PB,14,0,0,4018127,25,0,14,4.08,,,,,0.547,,,,,-0.3074,,,,0.0,0.034,3.48,0.0,0.0,0.0,3.48
2020-03-29,PB,14,0,0,4018127,25,0,14,3.19,,,,,0.11,,,,,-0.0411,,,,0.0,0.034,3.48,0.0,0.0,0.0,3.48
2020-03-30,PB,17,0,0,4018127,25,0,17,4.29,,,,,-0.1939,,,,,0.155,,,,0.0,0.034,4.23,0.0,0.0,0.0,4.23
2020-03-31,PB,18,1,0,4018127,25,1,17,3.25,,,,,-0.0045,,,,,0.0006,,,1.0,0.0556,0.034,4.48,0.249,0.0,0.249,4.23
2020-04-01,PB,21,1,0,4018127,25,1,20,2.84,,,,,0.0736,,,,,,,,1.0,0.0476,0.034,5.23,0.249,0.0,0.249,4.98
2020-04-02,PB,29,1,0,4018127,25,1,28,4.06,,,,,-0.0091,,,,,,,,1.0,0.0345,0.034,7.22,0.249,0.0,0.249,6.97
2020-04-03,PB,32,1,0,4018127,25,1,31,3.62,,,,,0.35,,,,,0.357,,,1.0,0.0312,0.034,7.96,0.249,0.0,0.249,7.72
2020-04-04,PB,34,3,0,4018127,25,3,31,4.24,,0.657,,,0.608,,,,,,,,1.0,0.0882,0.034,8.46,0.747,0.0,0.747,7.72
2020-04-05,PB,35,4,0,4018127,25,4,31,5.16,,1.28,,,0.446,,,,,0.216,0.019,,1.0,0.114,0.034,8.71,0.995,0.0,0.995,7.72
2020-04-06,PB,36,4,0,4018127,25,4,32,5.54,,1.63,,,1.14,,,,,0.46,,,1.0,0.111,0.034,8.96,0.995,0.0,0.995,7.96
2020-04-07,PB,41,4,0,4018127,25,4,37,6.14,,1.63,,,1.67,,0.411,,,1.34,1.18,2.86,1.0,0.0976,0.034,10.2,0.995,0.0,0.995,9.21
2020-04-08,PB,55,7,0,4018127,25,7,48,9.26,,1.63,,,2.6,,0.219,,,1.44,0.768,,1.0,0.127,0.034,13.69,1.74,0.0,1.74,11.95
2020-04-09,PB,79,11,1,4018127,25,12,67,14.16,,2.02,,,4.29,,0.329,,,1.66,-0.6552,0.449,0.917,0.139,0.034,19.66,2.74,0.249,2.99,16.67
2020-04-10,PB,85,11,1,4018127,25,12,73,17.77,,2.41,,,4.47,,0.214,,,0.297,-0.0365,0.0112,0.917,0.129,0.034,21.15,2.74,0.249,2.99,18.17
2020-04-11,PB,101,13,1,4018127,25,14,87,20.79,,3.47,,,3.15,,0.177,,,-0.9691,0.256,,0.929,0.129,0.034,25.14,3.24,0.249,3.48,21.65
2020-04-12,PB,111,13,1,4018127,25,14,97,18.86,,2.5,,,1.42,,0.206,,,-0.6615,-0.0162,,0.929,0.117,0.034,27.62,3.24,0.249,3.48,24.14
2020-04-13,PB,136,16,1,4018127,25,17,119,18.74,0.902,2.09,2.99,15.74,0.685,,0.0813,,,-0.3195,,,0.941,0.118,0.034,33.85,3.98,0.249,4.23,29.62
2020-04-14,PB,152,21,18,4018127,25,39,113,20.37,15.96,3.0,18.95,1.42,0.479,,0.0163,,,-0.1922,,,0.538,0.138,0.034,37.83,5.23,4.48,9.71,28.12
2020-04-15,PB,165,24,82,4018127,25,106,59,21.27,73.95,2.91,76.87,-55.5983,0.305,,0.118,,,0.0651,,,0.226,0.145,0.034,41.06,5.97,20.41,26.38,14.68
2020-04-16,PB,195,26,90,4018127,25,116,79,23.35,92.32,3.57,95.89,-72.5388,1.22,97.43,0.182,97.61,-96.3829,0.444,,,0.224,0.133,0.034,48.53,6.47,22.4,28.87,19.66
2020-04-17,PB,205,28,85,4018127,25,113,92,20.25,87.71,3.05,90.76,-70.5103,1.21,2.12,-0.1274,1.99,-0.7791,0.686,0.441,,0.248,0.137,0.034,51.02,6.97,21.15,28.12,22.9
2020-04-18,PB,236,29,90,4018127,25,119,117,24.2,33.08,2.68,35.76,-11.5627,1.17,-8.1861,-0.0655,-8.2516,9.42,0.289,0.101,,0.244,0.123,0.034,58.73,7.22,22.4,29.62,29.12
2020-04-19,PB,245,32,140,4018127,25,172,73,27.23,17.97,2.42,20.4,6.83,2.37,-4.1902,-0.1041,-4.2944,6.67,1.09,0.546,0.375,0.186,0.131,0.034,60.97,7.96,34.84,42.81,18.17
2020-04-20,PB,263,33,143,4018127,25,176,87,26.95,17.85,2.58,20.42,6.53,3.77,-3.5066,0.0103,-3.4963,7.26,2.32,2.11,1.51,0.188,0.125,0.034,65.45,8.21,35.59,43.8,21.65
2020-04-21,PB,301,39,161,4018127,25,200,101,35.46,24.49,2.87,27.35,8.1,4.95,-2.6091,0.0446,-2.5645,7.51,2.02,0.51,-0.182,0.195,0.13,0.034,74.91,9.71,40.07,49.77,25.14
2020-04-22,PB,345,40,191,4018127,25,231,114,38.95,29.38,3.11,32.49,6.46,6.63,1.9,0.183,2.08,4.55,2.14,-0.1455,0.0823,0.173,0.116,0.034,85.86,9.95,47.53,57.49,28.37
2020-04-23,PB,386,44,205,4018127,25,249,137,46.48,18.83,2.9,21.73,24.75,8.73,1.16,0.0338,1.19,7.54,1.88,-0.1728,-0.0131,0.177,0.114,0.034,96.06,10.95,51.02,61.97,34.1
2020-04-24,PB,447,46,229,4018127,25,275,172,59.76,24.59,3.22,27.81,31.95,8.87,-0.2448,0.078,-0.1669,9.04,1.51,-0.6349,,0.167,0.103,0.034,111.25,11.45,56.99,68.44,42.81
2020-04-25,PB,499,49,245,4018127,25,294,205,63.71,24.04,2.73,26.77,36.94,10.64,-0.3755,0.029,-0.3465,10.98,0.419,-0.1617,,0.167,0.0982,0.034,124.19,12.19,60.97,73.17,51.02
2020-04-26,PB,543,50,259,4018127,25,309,234,70.84,23.29,3.23,26.52,44.32,9.8,2.08,0.216,2.29,7.51,0.435,-0.2787,,0.162,0.0921,0.034,135.14,12.44,64.46,76.9,58.24
2020-04-27,PB,633,53,292,4018127,25,345,288,84.29,27.15,3.28,30.43,53.85,10.11,2.26,0.147,2.41,7.7,0.07,0.0101,,0.154,0.0837,0.034,157.54,13.19,72.67,85.86,71.68
2020-04-28,PB,698,57,310,4018127,25,367,331,88.84,28.86,4.01,32.86,55.98,10.86,3.0,0.426,3.43,7.43,0.628,-0.0453,,0.155,0.0817,0.034,173.71,14.19,77.15,91.34,82.38
2020-04-29,PB,814,62,349,4018127,25,411,403,105.26,36.66,4.01,40.68,64.59,11.6,4.84,0.395,5.23,6.37,0.347,0.311,0.336,0.151,0.0762,0.034,202.58,15.43,86.86,102.29,100.3
2020-04-30,PB,926,67,382,4018127,25,449,477,113.4,39.41,4.52,43.94,69.46,11.04,5.44,0.47,5.91,5.13,-0.4775,-0.091,,0.149,0.0724,0.034,230.46,16.67,95.07,111.74,118.71
2020-05-01,PB,1034,74,427,4018127,25,501,533,119.49,43.28,5.17,48.45,71.04,9.51,5.13,0.378,5.51,4.0,-1.0601,-0.4093,,0.148,0.0716,0.034,257.33,18.42,106.27,124.68,132.65
